word,label
कंपल्सरी,incorrect spelling
कंपेयर,incorrect spelling
कंप्यूटर,correct spelling
कंप्यूटरस,incorrect spelling
कंप्यूटर्स,incorrect spelling
कंप्रोमाइज,incorrect spelling
कंप्लीट,correct spelling
कंप्लेंट,incorrect spelling
कंप्लेन,correct spelling
कंफरटेबल,incorrect spelling
कंफर्ट,incorrect spelling
कंफर्टेबल,correct spelling
कंफ्यूज,incorrect spelling
कंफ्यूजन,incorrect spelling
कंबल,incorrect spelling
कंसर्ट,correct spelling
कंसल्ट,incorrect spelling
कंसिस्टेंसी,correct spelling
कई,correct spelling
कईं,incorrect spelling
कक्षा,incorrect spelling
कचरे,incorrect spelling
कचोड़ियां,incorrect spelling
कचोरी,incorrect spelling
कचौड़ियां,correct spelling
कचौड़ी,incorrect spelling
कचौडी,incorrect spelling
कच्चा,correct spelling
कच्छा,incorrect spelling
कजन,correct spelling
कज़न,incorrect spelling
कट,correct spelling
कटके,incorrect spelling
कटता,incorrect spelling
कटती,incorrect spelling
कटा,incorrect spelling
कटाल,incorrect spelling
कटे,incorrect spelling
कटेंगे,incorrect spelling
कटोरा,incorrect spelling
कठनाईयों,incorrect spelling
कठिनाइयां,incorrect spelling
कठिनाई,incorrect spelling
कठीन,incorrect spelling
कठोर,incorrect spelling
कड़क,correct spelling
कड़ी,incorrect spelling
कथा,incorrect spelling
कथित,incorrect spelling
कदम,correct spelling
कदर,correct spelling
कनवर,incorrect spelling
कनाडा,incorrect spelling
कनेक्ट,correct spelling
कनेक्टिव,incorrect spelling
कनेक्टिविटी,incorrect spelling
कन्फ्यूज,incorrect spelling
कन्फ्यूजन,incorrect spelling
कन्वरसेशन,incorrect spelling
कन्वर्सेशन,correct spelling
कन्सिस्टेन्सी,incorrect spelling
कप,correct spelling
कपड़ा,correct spelling
कपड़े,correct spelling
कपल,incorrect spelling
कपिल,incorrect spelling
कपूर,incorrect spelling
कब,correct spelling
कबड्डी,correct spelling
कबर,incorrect spelling
कबाड,incorrect spelling
कबाड़,incorrect spelling
कबार,incorrect spelling
कबीर,correct spelling
कब्बड्डी,incorrect spelling
कब्र,incorrect spelling
कब।,incorrect spelling
कभार,correct spelling
कभी,correct spelling
कभीकभी,correct spelling
कभीकभी।,incorrect spelling
कभी।,incorrect spelling
कभी।खा,incorrect spelling
कम,correct spelling
कमजोर,correct spelling
कमबैक,incorrect spelling
कमरा,correct spelling
कमरे,correct spelling
कमा,correct spelling
कमाना,incorrect spelling
कमाने,incorrect spelling
कमाले,incorrect spelling
कमियों,incorrect spelling
कमिस्ट,incorrect spelling
कमी,correct spelling
कम्पनी,incorrect spelling
कम्पलीट,incorrect spelling
कम्पेयर,incorrect spelling
कम्प्यूटर,correct spelling
कम्प्यूटर्स,incorrect spelling
कम्युनि,incorrect spelling
कम्युनिकेशन,correct spelling
कम्यूनिकेशन,correct spelling
कयी,incorrect spelling
कर,correct spelling
करकर,correct spelling
करके,correct spelling
करकेट,incorrect spelling
करता,correct spelling
करती,correct spelling
करतीं,incorrect spelling
करते,correct spelling
करतें,incorrect spelling
करन,incorrect spelling
करना,correct spelling
करना।,incorrect spelling
करनी,correct spelling
करने,correct spelling
करलो,incorrect spelling
करवा,correct spelling
करवाए,incorrect spelling
करवाते,incorrect spelling
करवाया,incorrect spelling
करा,correct spelling
कराए,incorrect spelling
कराएं,incorrect spelling
कराओ,incorrect spelling
कराते,incorrect spelling
कराना,incorrect spelling
करिए,correct spelling
करिएगा,incorrect spelling
करिए।,incorrect spelling
करिकूलम,incorrect spelling
करियर,correct spelling
करियार,incorrect spelling
करिये,correct spelling
करी,correct spelling
करीब,correct spelling
करु,correct spelling
करुणा,correct spelling
करू,correct spelling
करूँ,correct spelling
करूँगी,correct spelling
करूँगी।,incorrect spelling
करूं,correct spelling
करूंगा,correct spelling
करूंगी,correct spelling
करूगी,incorrect spelling
करे,correct spelling
करें,correct spelling
करेंगी,incorrect spelling
करेंगे,correct spelling
करेंगे।,incorrect spelling
करें।,incorrect spelling
करेक्टर,incorrect spelling
करेगा,correct spelling
करेगी,correct spelling
करैक्टर,correct spelling
करो,correct spelling
करोगी,incorrect spelling
करोगे,correct spelling
करोगे।,incorrect spelling
करोड,incorrect spelling
करोना,incorrect spelling
करो।,incorrect spelling
कर्जा,incorrect spelling
कर्तव्य,incorrect spelling
कर्नाटक,incorrect spelling
कर्नाड,incorrect spelling
कर्म,incorrect spelling
कल,correct spelling
कलंक,incorrect spelling
कलकत्ता,incorrect spelling
कलयुग,incorrect spelling
कलर,correct spelling
कलस,incorrect spelling
कलाम,correct spelling
कलिए,incorrect spelling
कलीग्स,correct spelling
कलेक्ट,incorrect spelling
कलेक्टेड,incorrect spelling
कलेज,incorrect spelling
कल्चर,incorrect spelling
कल्पना,correct spelling
कवर,correct spelling
कवार,incorrect spelling
कवि,correct spelling
कविता,correct spelling
कविताएं,correct spelling
कवित्री,incorrect spelling
कशिश,incorrect spelling
कश्मीर,incorrect spelling
कष्टों,incorrect spelling
कस,incorrect spelling
कस्ट,incorrect spelling
कस्टमर,correct spelling
कस्टूमर,incorrect spelling
कह,correct spelling
कहकर,incorrect spelling
कहता,correct spelling
कहती,correct spelling
कहते,correct spelling
कहन,incorrect spelling
कहना,correct spelling
कहने,correct spelling
कहलाता,incorrect spelling
कहलाते,incorrect spelling
कहलायेंगे,incorrect spelling
कहा,correct spelling
कहाँ,correct spelling
कहां,correct spelling
कहाना,incorrect spelling
कहानिया,incorrect spelling
कहानियाँ,incorrect spelling
कहानियां,correct spelling
कहानियो,incorrect spelling
कहानियों,incorrect spelling
कहानी,correct spelling
कहानीयां,incorrect spelling
कहावत,incorrect spelling
कहा।,incorrect spelling
कही,correct spelling
कहीं,correct spelling
कहींकहीं,incorrect spelling
कहूँ,correct spelling
कहूँगा,incorrect spelling
कहूं,incorrect spelling
कहे,incorrect spelling
कहें,incorrect spelling
कहेंगी,incorrect spelling
कहेंगे,correct spelling
कहेगा,correct spelling
का,correct spelling
कांट्रैक्ट,incorrect spelling
कांड,incorrect spelling
कांनटेक्ट,incorrect spelling
कांप,incorrect spelling
कांप्टीशन,correct spelling
कांफ्रंट,incorrect spelling
कांफ्रेंट,incorrect spelling
कांवड़िए,incorrect spelling
कांसा,incorrect spelling
काउंट,incorrect spelling
काउंटर,incorrect spelling
काउंसलर,incorrect spelling
कागज,incorrect spelling
काजी,incorrect spelling
